customer_id,dwelling_type,household_size,tariff_plan,solar_kw,battery_kwh,ev_owner,smart_thermostat,has_solar
101128,Apartment,4,A1,3,0,0,0,1
101129,House,2,A1,0,0,0,0,0
101130,Apartment,2,Solar,0,0,0,0,0
101131,Apartment,1,EVPlan,6,0,0,1,1
101132,Apartment,5,A1,0,5,0,1,0
101133,Townhouse,4,A1,0,0,0,0,0
101134,Townhouse,3,MiddaySaver,6,0,0,0,1
101135,House,2,MiddaySaver,0,5,0,0,0
101136,House,2,Solar,0,0,0,0,0
101137,House,3,EVPlan,0,5,0,0,0
101138,Apartment,4,MiddaySaver,0,0,0,0,0
101139,House,4,Solar,6,0,0,0,1
101140,Townhouse,5,Solar,0,10,0,0,0
101141,Townhouse,5,Solar,0,0,1,0,0
101142,Townhouse,1,A1,0,0,1,1,0
101143,Apartment,2,EVPlan,0,0,0,0,0
101144,Apartment,5,EVPlan,10,0,0,0,1
101145,House,4,EVPlan,0,0,0,0,0
101146,House,3,A1,0,0,0,0,0
101147,House,4,A1,0,0,0,0,0
101148,House,2,MiddaySaver,3,0,0,0,1
101149,Apartment,4,MiddaySaver,6,0,0,0,1
101150,Townhouse,1,MiddaySaver,0,0,0,1,0
101151,Apartment,2,Solar,0,0,1,0,0
101152,House,3,EVPlan,0,5,0,0,0
101153,Apartment,1,A1,3,0,0,0,1
101154,Townhouse,2,MiddaySaver,0,0,0,0,0
101155,Apartment,3,Solar,6,0,1,0,1
101156,Townhouse,1,A1,0,0,0,1,0
101157,House,1,Solar,6,0,0,0,1
101158,Apartment,2,Solar,0,5,1,0,0
101159,House,5,Solar,0,0,0,1,0
101160,House,1,EVPlan,0,5,0,0,0
101161,Townhouse,1,A1,0,0,0,0,0
101162,Townhouse,3,A1,6,0,1,0,1
101163,House,4,Solar,3,0,0,0,1
101164,Townhouse,2,EVPlan,3,0,0,0,1
101165,Townhouse,2,Solar,0,0,0,0,0
101166,House,5,MiddaySaver,0,0,0,0,0
101167,House,5,A1,3,0,0,0,1
101168,Townhouse,2,A1,0,5,0,0,0
101169,House,5,EVPlan,0,5,0,0,0
101170,House,3,A1,0,0,0,0,0
101171,Townhouse,2,A1,0,0,0,1,0
101172,Apartment,5,A1,0,0,0,0,0
101173,Apartment,2,EVPlan,0,0,0,0,0
101174,House,4,Solar,0,5,0,0,0
101175,Townhouse,1,A1,10,0,0,0,1
101176,House,2,Solar,0,0,0,0,0
101177,Townhouse,1,EVPlan,0,0,0,1,0
101178,House,5,Solar,0,0,0,0,0
101179,House,1,MiddaySaver,3,0,0,1,1
101180,Townhouse,2,A1,0,0,0,1,0
101181,House,4,EVPlan,0,0,0,0,0
101182,Apartment,5,EVPlan,0,0,0,0,0
101183,Apartment,2,Solar,0,0,0,0,0
101184,Townhouse,5,A1,0,0,1,0,0
101185,House,3,EVPlan,3,0,0,0,1
101186,Apartment,1,MiddaySaver,6,0,0,1,1
101187,Townhouse,3,Solar,0,0,0,0,0
101188,Townhouse,2,MiddaySaver,0,0,0,0,0
101189,Townhouse,4,MiddaySaver,6,0,0,0,1
101190,Apartment,5,Solar,0,0,0,1,0
101191,Apartment,1,MiddaySaver,3,0,0,0,1
101192,Apartment,5,Solar,0,0,0,1,0
101193,Apartment,2,Solar,6,0,0,1,1
101194,House,5,EVPlan,3,0,0,0,1
101195,Apartment,1,EVPlan,6,0,0,0,1
101196,Townhouse,2,MiddaySaver,3,5,0,0,1
101197,House,5,MiddaySaver,0,5,0,0,0
101198,Apartment,4,MiddaySaver,6,0,0,0,1
101199,House,2,MiddaySaver,0,0,0,0,0
101200,Townhouse,2,MiddaySaver,0,0,1,0,0
101201,Apartment,4,EVPlan,3,0,0,0,1
101202,House,3,MiddaySaver,3,0,0,0,1
101203,Apartment,1,MiddaySaver,6,5,0,0,1
101204,House,3,A1,0,0,0,0,0
101205,House,5,Solar,3,5,0,1,1
101206,Townhouse,4,Solar,3,0,0,0,1
101207,Townhouse,3,EVPlan,0,0,1,0,0
101208,Apartment,2,Solar,0,0,0,0,0
101209,Apartment,5,MiddaySaver,0,0,0,1,0
101210,House,5,Solar,0,0,0,0,0
101211,Townhouse,3,EVPlan,10,0,0,0,1
101212,Townhouse,3,Solar,0,0,0,0,0
101213,House,4,Solar,3,0,0,0,1
101214,Townhouse,1,A1,10,0,0,1,1
101215,Townhouse,3,A1,0,0,0,0,0
101216,House,3,MiddaySaver,3,0,0,0,1
101217,Apartment,2,Solar,0,0,0,0,0
101218,Apartment,5,MiddaySaver,6,0,0,0,1
101219,Apartment,1,Solar,0,0,0,0,0
101220,House,2,MiddaySaver,6,10,1,0,1
101221,Apartment,4,MiddaySaver,0,0,0,0,0
101222,House,4,Solar,0,0,0,0,0
101223,House,3,A1,3,0,0,0,1
101224,Townhouse,3,EVPlan,0,5,0,1,0
101225,Townhouse,4,MiddaySaver,0,0,0,0,0
101226,Apartment,3,EVPlan,0,0,0,0,0
101227,House,1,Solar,3,0,0,0,1
101228,Apartment,3,MiddaySaver,0,0,0,0,0
101229,Apartment,5,Solar,0,0,0,1,0
101230,Townhouse,3,MiddaySaver,0,0,0,0,0
101231,Apartment,2,A1,0,0,1,1,0
101232,Apartment,1,MiddaySaver,0,10,1,0,0
101233,Townhouse,2,MiddaySaver,0,0,1,1,0
101234,Apartment,2,MiddaySaver,0,0,0,0,0
101235,Apartment,5,Solar,0,0,0,0,0
101236,House,1,A1,0,0,0,0,0
101237,Apartment,1,Solar,6,0,0,0,1
101238,Townhouse,1,EVPlan,0,0,0,0,0
101239,Townhouse,1,A1,0,0,0,1,0
101240,House,1,MiddaySaver,3,0,0,0,1
101241,Townhouse,5,MiddaySaver,0,0,0,0,0
101242,Townhouse,3,MiddaySaver,3,5,1,1,1
101243,Townhouse,2,EVPlan,0,0,0,0,0
101244,Apartment,1,EVPlan,0,0,0,0,0
101245,House,3,MiddaySaver,0,0,0,0,0
101246,House,3,MiddaySaver,3,0,0,0,1
101247,House,2,EVPlan,3,0,0,1,1
101248,House,5,Solar,0,5,0,1,0
101249,Townhouse,4,A1,0,0,0,0,0
101250,Apartment,4,A1,10,0,1,0,1
101251,Townhouse,3,EVPlan,0,0,0,0,0
101252,Townhouse,2,EVPlan,0,0,0,1,0
101253,Townhouse,4,Solar,6,0,1,0,1
101254,Townhouse,3,MiddaySaver,3,0,0,0,1
101255,House,5,EVPlan,0,10,0,0,0
101256,House,4,Solar,3,0,0,0,1
101257,Apartment,3,EVPlan,6,0,0,0,1
101258,Townhouse,3,MiddaySaver,0,10,0,1,0
101259,House,1,EVPlan,0,0,0,0,0
101260,Apartment,5,MiddaySaver,0,0,0,1,0
101261,Townhouse,1,Solar,10,0,0,0,1
101262,Townhouse,2,A1,3,0,0,1,1
101263,House,1,Solar,0,0,0,0,0
101264,Townhouse,1,A1,6,5,0,0,1
101265,Townhouse,4,Solar,0,0,1,0,0
101266,House,3,A1,0,0,0,0,0
101267,Apartment,5,Solar,0,0,0,1,0
101268,Apartment,1,MiddaySaver,0,5,0,0,0
101269,House,5,A1,6,0,0,0,1
101270,House,1,A1,0,0,0,1,0
101271,Apartment,2,MiddaySaver,3,0,0,1,1
101272,Apartment,1,MiddaySaver,0,0,0,0,0
101273,House,4,A1,0,5,0,1,0
101274,House,3,A1,10,5,0,0,1
101275,House,2,A1,0,0,0,0,0
101276,Townhouse,1,EVPlan,0,0,0,0,0
101277,House,5,Solar,0,0,0,0,0
101278,Townhouse,2,MiddaySaver,6,0,0,0,1
101279,Apartment,2,MiddaySaver,0,0,0,0,0
101280,Apartment,1,Solar,0,0,0,0,0
101281,House,2,MiddaySaver,0,0,0,1,0
101282,House,5,MiddaySaver,0,10,0,0,0
101283,Apartment,2,A1,3,0,0,1,1
101284,Apartment,5,MiddaySaver,0,5,0,0,0
101285,Apartment,1,EVPlan,0,0,0,0,0
101286,Apartment,3,EVPlan,0,0,0,0,0
101287,House,2,A1,0,5,0,0,0
101288,Townhouse,3,A1,6,0,0,1,1
101289,Apartment,5,MiddaySaver,0,0,1,0,0
101290,Apartment,2,A1,10,0,1,0,1
101291,Townhouse,4,A1,0,0,0,1,0
101292,House,3,Solar,0,5,1,0,0
101293,Townhouse,2,A1,6,5,0,0,1
101294,House,3,EVPlan,0,0,0,0,0
101295,House,2,MiddaySaver,3,0,0,1,1
101296,House,1,A1,10,0,0,1,1
101297,House,3,Solar,0,0,0,0,0
101298,House,4,MiddaySaver,0,0,0,0,0
101299,Apartment,4,MiddaySaver,3,0,1,1,1
101300,House,5,MiddaySaver,0,0,0,0,0
101301,Apartment,2,Solar,0,0,0,1,0
101302,House,3,EVPlan,0,0,0,0,0
101303,Apartment,5,Solar,0,0,0,1,0
101304,Townhouse,3,Solar,3,0,0,0,1
101305,Townhouse,2,MiddaySaver,0,10,0,0,0
101306,Apartment,4,Solar,0,5,1,0,0
101307,House,1,MiddaySaver,0,0,0,0,0
101308,Apartment,4,A1,0,0,0,1,0
101309,Apartment,5,A1,0,5,0,0,0
101310,House,1,Solar,3,5,1,1,1
101311,Townhouse,5,EVPlan,0,5,0,0,0
101312,Apartment,2,MiddaySaver,3,0,0,0,1
101313,Townhouse,1,Solar,6,10,0,0,1
101314,Townhouse,5,Solar,0,0,0,0,0
101315,Townhouse,2,EVPlan,0,0,0,0,0
101316,Apartment,4,MiddaySaver,0,5,0,0,0
101317,Apartment,2,Solar,0,0,1,0,0
101318,House,3,EVPlan,6,5,0,0,1
101319,House,2,MiddaySaver,6,0,0,1,1
101320,Apartment,2,A1,0,10,1,0,0
101321,House,3,EVPlan,0,0,0,0,0
101322,Townhouse,5,Solar,6,10,0,0,1
101323,Townhouse,5,A1,10,0,0,1,1
101324,Apartment,2,MiddaySaver,0,0,0,0,0
101325,Townhouse,3,EVPlan,0,0,0,0,0
101326,Apartment,3,A1,0,0,0,0,0
101327,Apartment,4,A1,10,0,0,0,1
101328,Apartment,5,Solar,0,0,0,0,0
101329,Townhouse,1,A1,0,0,0,1,0
101330,Apartment,5,Solar,0,0,0,0,0
101331,Apartment,5,MiddaySaver,0,0,0,0,0
101332,House,4,Solar,0,10,0,0,0
101333,Townhouse,1,EVPlan,10,0,0,1,1
101334,Apartment,4,A1,0,0,0,0,0
101335,House,1,MiddaySaver,0,0,0,0,0
101336,Apartment,2,Solar,0,0,0,0,0
101337,Townhouse,1,Solar,0,0,0,0,0
101338,House,4,Solar,0,0,1,0,0
101339,House,5,MiddaySaver,0,5,0,0,0
101340,Apartment,1,MiddaySaver,0,0,0,0,0
101341,Apartment,1,EVPlan,0,0,1,0,0
101342,Townhouse,3,MiddaySaver,0,0,0,0,0
101343,Townhouse,5,Solar,0,0,0,0,0
101344,Apartment,2,MiddaySaver,10,0,0,1,1
101345,House,4,Solar,6,0,0,0,1
101346,Townhouse,2,EVPlan,0,0,0,0,0
101347,Townhouse,5,EVPlan,0,0,0,0,0
101348,House,1,Solar,6,0,0,0,1
101349,Apartment,1,MiddaySaver,0,5,0,1,0
101350,Townhouse,5,MiddaySaver,3,0,0,1,1
101351,House,1,A1,6,0,0,0,1
101352,Townhouse,1,EVPlan,0,0,0,0,0
101353,House,1,EVPlan,0,0,0,0,0
101354,Townhouse,4,Solar,10,5,0,1,1
101355,Apartment,4,A1,0,0,0,0,0
101356,House,3,MiddaySaver,0,0,0,0,0
101357,Townhouse,2,Solar,0,5,0,0,0
101358,Townhouse,5,MiddaySaver,0,0,0,1,0
101359,House,5,MiddaySaver,3,0,0,0,1
101360,House,5,MiddaySaver,3,0,0,0,1
101361,Apartment,3,A1,10,0,0,0,1
101362,House,4,EVPlan,0,0,0,0,0
101363,Townhouse,3,EVPlan,0,5,1,0,0
101364,Apartment,5,MiddaySaver,0,0,0,1,0
101365,House,2,A1,0,0,0,1,0
101366,Townhouse,1,MiddaySaver,0,0,0,0,0
101367,House,4,MiddaySaver,10,0,1,1,1
101368,Townhouse,4,Solar,6,0,0,0,1
101369,Townhouse,3,A1,0,0,0,0,0
101370,Apartment,4,A1,0,5,0,1,0
101371,Apartment,5,EVPlan,0,5,0,0,0
101372,House,5,EVPlan,0,10,0,0,0
101373,Apartment,3,MiddaySaver,3,5,0,1,1
101374,House,5,Solar,0,0,0,0,0
101375,Apartment,2,Solar,10,0,0,0,1
101376,Apartment,3,Solar,0,5,0,1,0
101377,House,2,MiddaySaver,0,0,0,0,0
101378,Apartment,1,EVPlan,3,0,0,0,1
101379,Apartment,2,A1,0,0,0,0,0
101380,Apartment,1,MiddaySaver,0,0,0,0,0
101381,Apartment,1,Solar,0,5,0,0,0
101382,House,2,Solar,0,0,0,0,0
101383,Townhouse,3,MiddaySaver,3,0,0,0,1
101384,House,5,Solar,0,10,0,0,0
101385,House,5,A1,3,0,0,0,1
101386,House,1,MiddaySaver,0,0,0,0,0
101387,Apartment,1,A1,0,0,0,1,0
101388,Apartment,3,EVPlan,3,5,0,0,1
101389,Townhouse,4,Solar,0,0,0,1,0
101390,Apartment,2,Solar,0,0,0,0,0
101391,Townhouse,1,EVPlan,0,0,0,0,0
101392,Townhouse,5,EVPlan,0,0,0,0,0
101393,Apartment,3,EVPlan,0,5,0,0,0
101394,Townhouse,2,Solar,0,5,1,0,0
101395,House,3,EVPlan,0,0,0,0,0
101396,House,2,MiddaySaver,0,0,0,1,0
101397,House,2,EVPlan,10,10,0,0,1
101398,Townhouse,1,MiddaySaver,0,5,0,1,0
101399,Townhouse,3,MiddaySaver,6,5,0,0,1
101400,House,3,A1,0,5,0,0,0
101401,Apartment,5,MiddaySaver,0,0,0,0,0
101402,House,5,MiddaySaver,6,0,0,0,1
101403,Apartment,1,EVPlan,0,0,0,1,0
101404,Apartment,1,Solar,3,0,1,0,1
101405,Townhouse,4,EVPlan,0,0,0,0,0
101406,Townhouse,5,A1,0,0,0,0,0
101407,Apartment,2,A1,0,0,0,0,0
101408,Apartment,3,Solar,0,0,0,1,0
101409,Apartment,1,MiddaySaver,6,0,0,0,1
101410,Townhouse,3,A1,0,0,0,0,0
101411,House,3,Solar,10,0,0,0,1
101412,Apartment,4,EVPlan,10,0,0,1,1
101413,Townhouse,5,EVPlan,0,0,0,0,0
101414,House,1,EVPlan,0,10,1,0,0
101415,Townhouse,3,MiddaySaver,6,0,0,0,1
101416,House,1,MiddaySaver,10,0,0,1,1
101417,Townhouse,2,Solar,0,0,0,0,0
101418,House,4,A1,0,0,0,0,0
101419,Apartment,2,EVPlan,0,0,0,0,0
101420,Townhouse,1,MiddaySaver,3,0,0,0,1
101421,House,1,MiddaySaver,0,0,0,0,0
101422,House,5,A1,3,0,0,0,1
101423,House,3,EVPlan,0,0,0,0,0
101424,Apartment,3,EVPlan,0,5,0,0,0
101425,Townhouse,2,A1,0,5,0,0,0
101426,House,4,Solar,0,0,0,0,0
101427,Apartment,3,Solar,0,0,0,1,0
101428,Apartment,5,A1,0,0,0,1,0
101429,Apartment,2,A1,0,0,0,0,0
101430,Apartment,2,Solar,0,0,0,0,0
101431,Apartment,5,A1,0,0,0,1,0
101432,Apartment,4,EVPlan,10,0,0,0,1
101433,Apartment,5,Solar,0,0,0,0,0
101434,Townhouse,4,Solar,0,0,1,1,0
101435,Townhouse,5,Solar,0,5,0,0,0
101436,Apartment,5,EVPlan,10,0,0,0,1
101437,House,1,A1,0,5,0,0,0
101438,House,2,MiddaySaver,3,0,0,0,1
101439,House,5,MiddaySaver,3,5,0,0,1
101440,Apartment,5,EVPlan,0,0,0,1,0
101441,House,3,EVPlan,0,0,1,0,0
101442,Townhouse,2,A1,3,0,0,0,1
101443,Townhouse,3,MiddaySaver,0,0,0,1,0
101444,Townhouse,2,Solar,0,5,0,0,0
101445,Townhouse,3,EVPlan,3,0,0,0,1
101446,Apartment,5,MiddaySaver,0,0,0,0,0
101447,Townhouse,5,Solar,3,0,0,1,1
101448,House,1,Solar,0,0,0,0,0
101449,House,3,A1,3,0,0,0,1
101450,Townhouse,4,EVPlan,0,0,0,0,0
101451,Townhouse,1,Solar,0,0,0,0,0
101452,Townhouse,3,EVPlan,0,5,0,0,0
101453,House,3,MiddaySaver,10,10,0,0,1
101454,House,1,MiddaySaver,0,0,0,0,0
101455,Townhouse,5,EVPlan,0,0,0,0,0
101456,House,3,Solar,0,0,0,0,0
101457,House,5,Solar,0,0,0,0,0
101458,Apartment,1,MiddaySaver,0,0,0,0,0
101459,Townhouse,5,Solar,0,10,0,1,0
101460,Townhouse,2,Solar,0,0,0,1,0
101461,Apartment,4,MiddaySaver,0,10,0,1,0
101462,Apartment,3,A1,0,5,1,0,0
101463,House,4,MiddaySaver,0,5,0,0,0
101464,Apartment,5,EVPlan,3,5,0,0,1
101465,Townhouse,3,A1,0,0,0,0,0
101466,Townhouse,5,EVPlan,0,0,0,0,0
101467,Townhouse,2,A1,0,0,0,0,0
101468,House,1,A1,10,0,0,0,1
101469,House,3,MiddaySaver,10,0,0,0,1
101470,Townhouse,2,MiddaySaver,3,0,0,0,1
101471,Townhouse,2,EVPlan,0,0,0,0,0
101472,House,3,MiddaySaver,0,10,0,0,0
101473,House,5,A1,0,5,0,0,0
101474,Apartment,2,MiddaySaver,0,0,0,1,0
101475,House,4,EVPlan,0,0,0,0,0
101476,House,2,A1,3,0,0,0,1
101477,Townhouse,5,EVPlan,6,0,0,1,1
101478,Townhouse,5,Solar,3,0,0,0,1
101479,Townhouse,4,MiddaySaver,0,0,0,0,0
101480,Apartment,2,A1,3,0,0,0,1
101481,House,5,EVPlan,0,5,0,0,0
101482,Apartment,3,MiddaySaver,0,5,0,0,0
101483,House,1,MiddaySaver,3,0,0,0,1
101484,House,1,EVPlan,0,0,0,0,0
101485,Townhouse,1,A1,0,0,0,1,0
101486,House,2,EVPlan,0,0,0,0,0
101487,Apartment,4,MiddaySaver,3,0,0,0,1
101488,Townhouse,5,EVPlan,3,0,1,0,1
101489,Apartment,3,Solar,0,0,0,0,0
101490,Apartment,3,MiddaySaver,3,0,0,1,1
101491,Townhouse,2,A1,0,0,0,0,0
101492,House,1,Solar,0,0,0,1,0
101493,Apartment,2,EVPlan,3,0,0,0,1
101494,House,4,A1,3,0,0,1,1
101495,Townhouse,4,Solar,10,5,0,0,1
101496,House,5,EVPlan,0,0,0,0,0
101497,House,5,Solar,3,5,0,0,1
101498,Townhouse,4,MiddaySaver,0,0,0,0,0
101499,House,4,A1,6,0,0,0,1
101500,Apartment,4,Solar,0,0,0,1,0
101501,Apartment,2,MiddaySaver,3,0,0,0,1
101502,Apartment,4,EVPlan,0,0,0,0,0
101503,House,3,MiddaySaver,0,0,0,0,0
101504,Apartment,1,EVPlan,0,0,0,0,0
101505,House,4,A1,0,0,0,1,0
101506,House,1,MiddaySaver,0,0,0,0,0
101507,House,2,MiddaySaver,6,0,0,0,1
101508,House,1,EVPlan,0,0,0,0,0
101509,Townhouse,2,Solar,0,0,0,0,0
101510,Apartment,3,EVPlan,0,0,1,0,0
101511,Apartment,2,Solar,0,0,0,0,0
101512,House,2,EVPlan,0,0,0,0,0
101513,Townhouse,5,A1,0,0,1,0,0
101514,House,4,Solar,0,0,0,0,0
101515,Apartment,4,MiddaySaver,0,0,0,0,0
101516,Apartment,3,Solar,0,0,0,0,0
101517,Townhouse,3,EVPlan,0,0,0,0,0
101518,House,4,EVPlan,0,0,0,0,0
101519,Townhouse,5,Solar,0,0,0,0,0
101520,House,4,MiddaySaver,0,0,0,0,0
101521,Townhouse,5,A1,6,0,0,0,1
101522,Apartment,3,MiddaySaver,6,0,0,1,1
101523,Townhouse,1,Solar,3,0,0,0,1
101524,Apartment,3,EVPlan,0,0,0,0,0
101525,Apartment,3,MiddaySaver,3,0,0,0,1
101526,House,2,EVPlan,3,0,0,0,1
101527,Townhouse,2,EVPlan,3,0,0,1,1
101528,Townhouse,2,MiddaySaver,0,0,0,1,0
101529,Townhouse,2,Solar,0,0,0,0,0
101530,Townhouse,5,MiddaySaver,3,0,0,0,1
101531,House,4,A1,0,0,1,0,0
101532,House,1,EVPlan,0,5,0,0,0
101533,House,3,EVPlan,0,0,0,0,0
101534,Apartment,5,Solar,0,0,0,1,0
101535,Apartment,1,EVPlan,0,0,0,0,0
101536,Apartment,5,EVPlan,0,0,0,1,0
101537,House,5,EVPlan,0,0,0,1,0
101538,Apartment,3,MiddaySaver,0,5,0,1,0
101539,Townhouse,4,EVPlan,0,0,0,0,0
101540,Apartment,2,MiddaySaver,0,0,0,0,0
101541,House,4,Solar,0,0,0,0,0
101542,House,3,A1,3,10,1,0,1
101543,House,3,EVPlan,3,0,0,0,1
101544,House,3,A1,0,0,0,0,0
101545,Townhouse,1,MiddaySaver,0,0,1,0,0
101546,Apartment,4,Solar,0,0,0,0,0
101547,Apartment,4,Solar,6,0,0,0,1
101548,House,5,MiddaySaver,0,0,0,0,0
101549,Apartment,5,A1,0,0,0,0,0
101550,Townhouse,5,EVPlan,0,0,0,0,0
101551,House,3,MiddaySaver,0,0,0,0,0
101552,Apartment,4,MiddaySaver,6,0,0,1,1
101553,Apartment,3,MiddaySaver,3,0,0,0,1
101554,Apartment,1,MiddaySaver,0,5,0,0,0
101555,Apartment,5,MiddaySaver,0,0,0,0,0
101556,House,3,Solar,0,10,0,0,0
101557,House,3,MiddaySaver,0,5,0,0,0
101558,Townhouse,1,Solar,0,0,0,1,0
101559,House,2,A1,0,0,0,1,0
101560,Apartment,4,EVPlan,0,0,0,0,0
101561,Apartment,2,Solar,0,0,0,0,0
101562,Apartment,5,EVPlan,6,0,0,0,1
101563,Townhouse,3,EVPlan,0,0,0,0,0
101564,House,1,EVPlan,3,0,0,0,1
101565,House,1,Solar,3,0,0,0,1
101566,House,4,Solar,0,0,1,0,0
101567,Apartment,2,Solar,3,5,0,0,1
101568,Apartment,4,A1,0,0,1,0,0
101569,Apartment,3,Solar,0,10,1,0,0
101570,Townhouse,4,A1,0,0,0,0,0
101571,Townhouse,1,Solar,10,10,0,0,1
101572,Apartment,1,Solar,0,0,0,0,0
101573,Townhouse,5,EVPlan,0,0,0,0,0
101574,Townhouse,5,MiddaySaver,6,0,0,0,1
101575,Townhouse,3,EVPlan,0,0,0,0,0
101576,House,2,Solar,3,5,0,0,1
101577,Townhouse,4,MiddaySaver,3,0,0,0,1
101578,Apartment,3,MiddaySaver,3,5,0,0,1
101579,House,5,A1,10,0,0,0,1
101580,Townhouse,4,MiddaySaver,10,0,0,0,1
101581,Apartment,5,A1,0,5,0,0,0
101582,Townhouse,4,EVPlan,3,0,0,0,1
101583,Apartment,2,A1,0,0,0,0,0
101584,Apartment,3,Solar,0,5,0,1,0
101585,Townhouse,4,MiddaySaver,0,5,0,0,0
101586,Townhouse,1,Solar,3,10,0,0,1
101587,House,1,MiddaySaver,10,5,0,0,1
101588,Townhouse,4,MiddaySaver,6,0,0,0,1
101589,Apartment,4,EVPlan,0,5,0,0,0
101590,House,4,A1,0,0,1,1,0
101591,Apartment,1,EVPlan,0,10,0,0,0
101592,Apartment,1,A1,3,0,0,0,1
101593,Townhouse,4,EVPlan,3,0,0,0,1
101594,Apartment,5,EVPlan,0,0,0,0,0
101595,Townhouse,5,MiddaySaver,0,0,0,1,0
101596,Apartment,2,EVPlan,0,0,0,0,0
101597,House,3,EVPlan,0,5,0,0,0
101598,Townhouse,5,A1,6,5,0,1,1
101599,House,1,EVPlan,0,0,0,0,0
101600,Townhouse,5,MiddaySaver,0,0,0,0,0
101601,House,2,EVPlan,0,0,0,1,0
101602,Townhouse,2,Solar,0,0,0,0,0
101603,House,3,Solar,10,0,0,0,1
101604,House,5,A1,0,5,0,0,0
101605,Townhouse,1,A1,0,0,0,0,0
101606,Townhouse,1,Solar,0,0,0,0,0
101607,Apartment,4,EVPlan,3,0,0,0,1
101608,Apartment,1,EVPlan,3,0,0,1,1
101609,Townhouse,3,A1,3,0,0,1,1
101610,Townhouse,3,MiddaySaver,0,0,0,1,0
101611,House,1,EVPlan,0,0,1,0,0
101612,House,1,Solar,0,0,0,1,0
101613,Apartment,4,MiddaySaver,3,5,0,0,1
101614,Apartment,1,MiddaySaver,0,0,0,0,0
101615,Apartment,4,EVPlan,0,0,0,0,0
101616,House,4,MiddaySaver,6,0,0,0,1
101617,House,1,A1,6,5,0,0,1
101618,House,2,MiddaySaver,0,0,0,1,0
101619,Apartment,2,A1,0,5,0,0,0
101620,Townhouse,4,EVPlan,0,0,0,0,0
101621,Apartment,1,MiddaySaver,3,0,0,0,1
101622,House,2,Solar,3,0,0,1,1
101623,Apartment,1,Solar,0,0,0,0,0
101624,Apartment,1,A1,0,0,0,0,0
101625,Apartment,1,A1,3,0,0,0,1
101626,Apartment,5,EVPlan,6,5,0,0,1
101627,House,1,MiddaySaver,0,5,0,1,0
101628,Apartment,5,A1,0,0,1,0,0
101629,House,4,A1,0,0,0,0,0
101630,Apartment,2,EVPlan,0,0,0,0,0
101631,House,2,MiddaySaver,6,0,0,1,1
101632,Townhouse,2,MiddaySaver,3,0,0,0,1
101633,House,2,A1,3,5,0,0,1
101634,House,2,MiddaySaver,0,10,0,0,0
101635,Townhouse,2,MiddaySaver,3,0,0,0,1
101636,Townhouse,2,MiddaySaver,0,5,0,1,0
101637,Townhouse,4,Solar,0,0,0,1,0
101638,Townhouse,1,MiddaySaver,0,0,0,1,0
101639,Townhouse,3,Solar,0,0,0,1,0
101640,Townhouse,5,MiddaySaver,3,0,0,1,1
101641,Apartment,3,MiddaySaver,0,0,0,0,0
101642,Apartment,3,MiddaySaver,0,0,1,1,0
101643,Townhouse,1,A1,0,0,0,0,0
101644,House,1,A1,0,0,0,0,0
101645,House,1,Solar,0,10,0,0,0
101646,Townhouse,2,MiddaySaver,0,0,0,1,0
101647,Apartment,4,Solar,3,0,0,0,1
101648,Apartment,2,MiddaySaver,0,0,0,1,0
101649,House,4,EVPlan,0,0,0,0,0
101650,Townhouse,4,Solar,0,0,0,0,0
101651,Apartment,3,A1,3,5,0,0,1
101652,Townhouse,3,EVPlan,0,0,0,0,0
101653,Townhouse,4,A1,0,5,0,0,0
101654,House,4,EVPlan,0,0,0,0,0
101655,Townhouse,2,EVPlan,0,0,1,1,0
101656,Townhouse,2,EVPlan,0,5,0,0,0
101657,House,3,Solar,3,5,0,0,1
101658,Apartment,1,Solar,0,10,0,0,0
101659,Townhouse,4,A1,0,0,0,0,0
101660,House,2,Solar,3,5,0,0,1
101661,Apartment,3,A1,3,5,0,0,1
101662,Townhouse,2,MiddaySaver,0,5,0,0,0
101663,Apartment,4,A1,0,0,0,0,0
101664,House,4,A1,0,0,0,0,0
101665,Townhouse,5,Solar,0,5,0,1,0
101666,House,1,A1,3,0,0,0,1
101667,House,5,Solar,6,0,1,0,1
101668,Townhouse,3,A1,10,0,0,0,1
101669,House,2,MiddaySaver,0,0,0,0,0
101670,Apartment,3,Solar,0,0,0,0,0
101671,House,4,Solar,0,0,0,0,0
101672,Townhouse,5,MiddaySaver,3,5,0,0,1
101673,Townhouse,5,Solar,0,0,0,0,0
101674,Apartment,5,A1,0,0,0,1,0
101675,Townhouse,3,EVPlan,3,0,0,1,1
101676,House,4,Solar,3,0,0,1,1
101677,House,2,EVPlan,3,0,0,0,1
101678,Townhouse,2,A1,0,0,0,0,0
101679,Apartment,3,MiddaySaver,3,0,0,0,1
101680,Apartment,5,Solar,6,5,0,0,1
101681,Townhouse,1,EVPlan,0,0,0,0,0
101682,House,3,MiddaySaver,0,0,0,0,0
101683,Townhouse,3,MiddaySaver,0,0,0,0,0
101684,Townhouse,4,Solar,10,0,1,1,1
101685,Apartment,2,EVPlan,0,0,0,0,0
101686,House,3,Solar,0,5,0,0,0
101687,Apartment,3,A1,0,0,0,0,0
101688,Apartment,5,MiddaySaver,3,0,1,0,1
101689,House,5,EVPlan,0,0,0,0,0
101690,House,1,Solar,0,0,0,0,0
101691,House,4,MiddaySaver,0,10,0,0,0
