customer_id,tariff_plan,days,total_kwh,total_bill
102657,EVPlan,366,9702.848,2148.006962890625
102658,A1,366,17555.652,4434.15346484375
102659,MiddaySaver,366,11013.201,2693.3459521484374
102660,A1,366,15314.832,3914.2831523437503
102661,A1,366,10709.199,2845.77631640625
102662,A1,366,18679.014,4694.773171875
102663,A1,366,18823.975,4728.404109375
102664,A1,366,21304.45,5303.874460937501
102665,A1,366,12053.404,3157.63190234375
102666,EVPlan,366,26627.275,5160.555166015625
102667,A1,366,20473.398,5111.0704375000005
102668,A1,366,16507.82,4191.056433593751
102669,Solar,366,19227.016,1785.0911132812503
102670,A1,366,19910.309,4980.433699218751
102671,A1,366,15465.602,3949.2616679687503
102672,Solar,366,12275.056,1298.4539306640627
102673,Solar,366,19022.613,1770.782958984375
102674,Solar,366,10264.842,1157.73896484375
102675,MiddaySaver,366,7776.0415,2020.0166870117187
102676,A1,366,15006.619,3842.7777617187503
102677,A1,366,26177.562,6434.436726562501
102678,A1,366,21812.045,5421.636648437501
102679,Solar,366,22411.123,2007.9786621093751
102680,EVPlan,366,11335.979,2438.7042626953125
102681,A1,366,13102.002,3400.90655078125
102682,Solar,366,22669.203,2026.044287109375
102683,Solar,366,13943.094,1415.2166015625
102684,Solar,366,17113.486,1637.14404296875
102685,MiddaySaver,366,10364.094,2558.3316015624996
102686,Solar,366,24194.402,2132.808154296875
102687,EVPlan,366,9924.693,2187.4954980468747
102688,MiddaySaver,366,13148.1455,3137.414360351562
102689,Solar,366,10627.335,1183.1134765625
102690,EVPlan,366,25921.781,5034.9772363281245
102691,EVPlan,366,9431.311,2099.6733105468747
102692,A1,366,12292.818,3213.17596484375
102693,Solar,366,12314.797,1301.2358154296876
102694,Solar,366,9704.646,1118.5252685546875
102695,A1,366,23434.0,5797.9302421875
102696,EVPlan,366,19313.898,3858.77408203125
102697,Solar,366,15986.0,1558.22001953125
102698,A1,366,13901.791,3586.4576054687504
102699,A1,366,22761.742,5641.966414062501
102700,EVPlan,366,9311.277,2078.3074072265626
102701,EVPlan,366,15473.565,3175.1947265624995
102702,Solar,366,11774.263,1263.3984130859376
102703,Solar,366,9536.613,1106.762939453125
102704,MiddaySaver,366,15451.381,3616.4872998046876
102705,EVPlan,366,12294.305,2609.2863281249997
102706,MiddaySaver,366,8931.08,2260.2647509765625
102707,MiddaySaver,366,17749.184,4094.4302685546872
102708,A1,366,11358.521,2996.41908984375
102709,A1,366,16423.22,4171.4293242187505
102710,Solar,366,21336.568,1932.75986328125
102711,EVPlan,366,8352.211,1907.5935937499999
102712,EVPlan,366,17907.67,3608.4653124999995
102713,MiddaySaver,366,15631.317,3653.9140966796876
102714,MiddaySaver,366,19600.098,4479.4203125
102715,Solar,366,13856.758,1409.1730468750002
102716,A1,366,20455.203,5106.8492460937505
102717,EVPlan,366,22756.465,4471.550888671874
102718,EVPlan,366,16297.545,3321.863076171875
102719,EVPlan,366,8301.624,1898.5891162109374
102720,EVPlan,366,14790.148,3053.54658203125
102721,A1,366,11201.086,2959.8940507812504
102722,Solar,366,18941.879,1765.1315429687502
102723,Solar,366,17558.309,1668.2816406250001
102724,A1,366,26943.484,6612.130359375001
102725,Solar,366,18388.043,1726.363037109375
102726,Solar,366,11091.569,1215.6098876953124
102727,MiddaySaver,366,15569.199,3640.9934375
102728,A1,366,13361.762,3461.1707109375
102729,Solar,366,14571.4,1459.198046875
102730,MiddaySaver,366,11645.077,2824.7760400390625
102731,A1,366,11933.748,3129.87166796875
102732,A1,366,9947.635,2669.093318359375
102733,EVPlan,366,20734.121,4111.573701171876
102734,MiddaySaver,366,22362.695,5054.040800781249
102735,MiddaySaver,366,12050.68,2909.1414697265623
102736,MiddaySaver,366,15237.35,3571.9688134765624
102737,A1,366,11692.045,3073.7964140625
102738,EVPlan,366,6128.7227,1511.812629394531
102739,A1,366,16216.097,4123.37655078125
102740,Solar,366,21536.672,1946.7670898437502
102741,Solar,366,10527.376,1176.116357421875
102742,Solar,366,10694.541,1187.8178955078124
102743,EVPlan,366,15534.398,3186.02298828125
102744,A1,366,12728.378,3314.2256718750004
102745,MiddaySaver,366,14779.74,3476.7860498046875
102746,Solar,366,10917.307,1203.4114990234375
102747,Solar,366,17059.043,1633.3330078125
102748,A1,366,11055.092,2926.0232890625
102749,MiddaySaver,366,10692.277,2626.5937890625
102750,EVPlan,366,16103.178,3287.265703125
102751,Solar,366,22090.014,1985.501025390625
102752,Solar,366,11421.873,1238.73115234375
102753,Solar,366,17025.258,1630.96806640625
102754,MiddaySaver,366,12374.914,2976.5822265625
102755,Solar,366,6550.828,897.7579833984375
102756,MiddaySaver,366,10984.201,2687.3139453124995
102757,Solar,366,17396.588,1656.961181640625
102758,Solar,366,10697.081,1187.995703125
102759,MiddaySaver,366,22017.684,4982.278173828125
102760,MiddaySaver,366,21186.416,4809.374707031249
102761,EVPlan,366,9596.037,2128.994638671875
102762,A1,366,10457.969,2787.49084765625
102763,Solar,366,19582.76,1809.9932128906253
102764,Solar,366,20244.73,1856.33115234375
102765,A1,366,24391.29,6020.021257812501
102766,A1,366,11163.363,2951.1422734375
102767,A1,366,12278.45,3209.84256640625
102768,Solar,366,7159.834,940.38837890625
102769,Solar,366,13383.07,1376.0149169921876
102770,Solar,366,14346.766,1443.4736328125
102771,MiddaySaver,366,20599.334,4687.261455078125
102772,EVPlan,366,15723.604,3219.70142578125
102773,EVPlan,366,14920.904,3076.821044921875
102774,A1,366,16395.295,4164.950632812501
102775,A1,366,12992.051,3375.3978789062503
102776,Solar,366,11189.104,1222.4372802734374
102777,EVPlan,366,12215.233,2595.2115380859377
102778,EVPlan,366,10425.965,2276.7218359375
102779,MiddaySaver,366,20312.754,4627.6528125
102780,Solar,366,11536.533,1246.7573486328124
102781,Solar,366,7107.764,936.743505859375
102782,EVPlan,366,12808.459,2700.8057861328125
102783,EVPlan,366,11987.795,2554.7275830078124
102784,MiddaySaver,366,14676.0625,3455.2211083984375
102785,MiddaySaver,366,16131.259,3757.901909179687
102786,Solar,366,14991.72,1488.6204101562498
102787,MiddaySaver,366,22445.102,5071.181328125
102788,EVPlan,366,8270.671,1893.079453125
102789,Solar,366,10269.748,1158.0823974609375
102790,EVPlan,366,23473.059,4599.10458984375
102791,Solar,366,20477.168,1872.6017578125002
102792,Solar,366,18293.793,1719.76552734375
102793,EVPlan,366,9799.384,2165.190361328125
102794,Solar,366,13273.996,1368.3797607421875
102795,Solar,366,12617.5,1322.4250244140626
102796,MiddaySaver,366,8607.119,2192.88078125
102797,EVPlan,366,15087.6045,3106.493759765625
102798,EVPlan,366,13622.888,2845.7740966796873
102799,MiddaySaver,366,27428.434,6107.714404296875
102800,Solar,366,19631.602,1813.412109375
102801,A1,366,22647.422,5615.4440703125
102802,A1,366,21619.73,5377.0196953125005
102803,EVPlan,366,9052.386,2032.2247021484372
102804,MiddaySaver,366,10531.605,2593.173930664062
102805,Solar,366,10670.954,1186.1668212890627
102806,MiddaySaver,366,7964.3296,2059.1806494140624
102807,Solar,366,10830.532,1197.3372802734375
102808,EVPlan,366,14347.676,2974.7862890625
102809,EVPlan,366,21200.691,4194.623056640625
102810,A1,366,16009.139,4075.3622929687504
102811,MiddaySaver,366,11331.74,2759.6020703124996
102812,EVPlan,366,12383.131,2625.097373046875
102813,MiddaySaver,366,9906.332,2463.1171166992185
102814,EVPlan,366,18976.367,3798.693359375
102815,Solar,366,18628.383,1743.1868164062503
102816,Solar,366,13907.016,1412.69111328125
102817,A1,366,25507.197,6278.911960937501
102818,EVPlan,366,12423.168,2632.223891601562
102819,A1,366,10768.412,2859.5136015625003
102820,A1,366,11995.197,3144.1278789062503
102821,EVPlan,366,11482.035,2464.7022509765625
102822,EVPlan,366,31886.012,6096.6102734375
102823,Solar,366,7976.123,997.52861328125
102824,A1,366,19962.844,4992.6219609375
102825,Solar,366,14206.623,1433.663671875
102826,MiddaySaver,366,14838.697,3489.049125976562
102827,MiddaySaver,366,8408.326,2151.5319384765626
102828,A1,366,10967.246,2905.64319140625
102829,A1,366,21443.822,5336.2089921875
102830,EVPlan,366,20819.229,4126.722822265625
102831,EVPlan,366,20681.512,4102.209072265625
102832,A1,366,9740.948,2621.1420976562504
102833,A1,366,12625.288,3290.30893359375
102834,MiddaySaver,366,16837.13,3904.7234082031246
102835,Solar,366,8663.27,1045.6288818359376
102836,MiddaySaver,366,21943.04,4966.752314453124
102837,MiddaySaver,366,23505.105,5291.661923828125
102838,Solar,366,8802.596,1055.3817138671875
102839,A1,366,15779.215,4022.0199492187503
102840,A1,366,8482.623,2329.21065234375
102841,MiddaySaver,366,17945.135,4135.188139648437
102842,MiddaySaver,366,15767.834,3682.309658203125
102843,Solar,366,7698.925,978.124755859375
102844,EVPlan,366,8243.942,1888.32177734375
102845,EVPlan,366,10126.127,2223.35064453125
102846,A1,366,13930.221,3593.0533085937504
102847,EVPlan,366,21665.996,4277.4474511718745
102848,A1,366,17130.281,4335.46737109375
102849,A1,366,6914.828,1965.4821855468751
102850,A1,366,14991.477,3839.2647734375005
102851,Solar,366,11995.486,1278.88408203125
102852,MiddaySaver,366,13564.627,3224.0425146484376
102853,EVPlan,366,21942.42,4326.650732421875
102854,Solar,366,21413.129,1938.1190917968752
102855,EVPlan,366,17440.768,3525.3567089843746
102856,Solar,366,20447.773,1870.5441406250002
102857,EVPlan,366,11414.958,2452.7626123046875
102858,EVPlan,366,25822.168,5017.246044921875
102859,MiddaySaver,366,14476.254,3413.6608935546874
102860,EVPlan,366,20983.078,4155.88806640625
102861,Solar,366,14199.292,1433.150439453125
102862,EVPlan,366,14257.024,2958.650439453125
102863,MiddaySaver,366,24598.238,5519.033779296875
102864,EVPlan,366,15862.057,3244.3461621093747
102865,Solar,366,28279.465,2418.7625976562504
102866,EVPlan,366,17664.316,3565.1483203125
102867,MiddaySaver,366,14447.963,3407.7763623046876
102868,MiddaySaver,366,8466.961,2163.7279223632813
102869,MiddaySaver,366,10653.518,2618.5317578124996
102870,MiddaySaver,366,15958.029,3721.870283203125
102871,A1,366,8567.411,2348.881443359375
102872,MiddaySaver,366,6260.8867,1704.8644848632812
102873,EVPlan,366,10519.693,2293.405498046875
102874,EVPlan,366,12499.727,2645.8514013671875
102875,EVPlan,366,9117.5205,2043.81873046875
102876,EVPlan,366,20630.992,4093.216796875
102877,A1,366,14555.08,3738.0207890625
102878,A1,366,14176.653,3650.22569140625
102879,A1,366,9071.912,2465.9256621093755
102880,EVPlan,366,16060.057,3279.59017578125
102881,Solar,366,29258.348,2487.284375
102882,Solar,366,12700.914,1328.264013671875
102883,EVPlan,366,9592.853,2128.42783203125
102884,MiddaySaver,366,7393.0615,1940.3567968749999
102885,MiddaySaver,366,18365.918,4222.7109375
102886,EVPlan,366,15400.717,3162.22765625
102887,MiddaySaver,366,11668.521,2829.652563476562
102888,MiddaySaver,366,10447.278,2575.6339990234374
102889,Solar,366,13874.257,1410.397998046875
102890,EVPlan,366,22307.934,4391.712353515625
102891,A1,366,20145.566,5035.01340625
102892,Solar,366,10521.289,1175.6902587890627
102893,EVPlan,366,24091.3,4709.15169921875
102894,EVPlan,366,11140.625,2403.9313232421873
102895,Solar,366,7659.7476,975.3823486328124
102896,MiddaySaver,366,17358.098,4013.084501953125
102897,MiddaySaver,366,17510.334,4044.749658203125
102898,Solar,366,14567.466,1458.922607421875
102899,EVPlan,366,16504.342,3358.6729199218753
102900,A1,366,8283.158,2282.934763671875
102901,EVPlan,366,8852.695,1996.679765625
102902,A1,366,14883.445,3814.20143359375
102903,A1,366,12710.031,3309.9693632812505
102904,EVPlan,366,10869.772,2355.7195849609375
102905,EVPlan,366,11144.898,2404.692001953125
102906,EVPlan,366,11791.24,2519.7408349609373
102907,A1,366,10267.525,2743.3079960937503
102908,MiddaySaver,366,18481.07,4246.6627197265625
102909,A1,366,19441.842,4871.74940234375
102910,A1,366,10094.361,2703.13393359375
102911,A1,366,10755.686,2856.5611601562505
102912,Solar,366,10743.577,1191.250439453125
102913,MiddaySaver,366,17947.74,4135.7300634765625
102914,A1,366,11877.883,3116.91092578125
102915,A1,366,17732.656,4475.21825
102916,Solar,366,10515.6455,1175.29521484375
102917,A1,366,19730.041,4938.6117265625
102918,MiddaySaver,366,14233.046,3363.073627929687
102919,A1,366,14763.1,3786.28119921875
102920,MiddaySaver,366,19465.656,4451.456689453125
102921,MiddaySaver,366,9306.921,2338.4395874023435
102922,EVPlan,366,18545.78,3722.0488085937504
102923,Solar,366,10916.254,1203.3377685546875
102924,Solar,366,16707.605,1608.732421875
102925,Solar,366,12994.118,1348.7883056640624
102926,EVPlan,366,14742.381,3045.0438867187495
102927,EVPlan,366,18259.152,3671.0292773437495
102928,MiddaySaver,366,21451.414,4864.494111328125
102929,Solar,366,16173.639,1571.354736328125
102930,EVPlan,366,11639.523,2492.7352587890623
102931,EVPlan,366,12232.82,2598.342109375
102932,EVPlan,366,11057.15,2389.0728564453125
102933,MiddaySaver,366,26776.486,5972.109345703125
102934,A1,366,13657.602,3529.8056523437504
102935,EVPlan,366,25692.629,4994.18810546875
102936,EVPlan,366,12188.975,2590.5375537109376
102937,EVPlan,366,24146.129,4718.9111328125
102938,Solar,366,9939.586,1134.971044921875
102939,Solar,366,17639.314,1673.9520507812501
102940,EVPlan,366,27064.535,5238.387431640625
102941,MiddaySaver,366,11342.131,2761.7633203124997
102942,A1,366,18281.168,4602.47307421875
102943,Solar,366,10993.422,1208.7395263671876
102944,A1,366,9300.593,2518.979568359375
102945,EVPlan,366,14722.677,3041.53654296875
102946,Solar,366,17212.824,1644.09775390625
102947,A1,366,9455.432,2554.902185546875
102948,EVPlan,366,16447.086,3348.481376953125
102949,Solar,366,11461.996,1241.5397216796875
102950,EVPlan,366,23543.887,4611.711982421875
102951,Solar,366,9820.211,1126.614794921875
102952,A1,366,18171.848,4577.110867187501
102953,A1,366,15310.064,3913.17705859375
102954,Solar,366,10961.244,1206.4870849609376
102955,MiddaySaver,366,8908.868,2255.6446728515625
102956,EVPlan,366,17910.146,3608.9060742187503
102957,A1,366,20281.652,5066.585554687501
102958,MiddaySaver,366,13057.069,3118.4704150390626
102959,Solar,366,9859.66,1129.376220703125
102960,A1,366,19850.125,4966.47112109375
102961,A1,366,18226.453,4589.779246093751
102962,EVPlan,366,11206.314,2415.6240527343753
102963,MiddaySaver,366,19586.63,4476.61921875
102964,EVPlan,366,16227.844,3309.45634765625
102965,Solar,366,18237.574,1715.8302246093751
102966,A1,366,12445.3545,3248.5643632812503
102967,MiddaySaver,366,22035.215,4985.92486328125
102968,EVPlan,366,12431.431,2633.6947314453128
102969,MiddaySaver,366,14738.56,3468.2203906249997
102970,Solar,366,17985.43,1698.180078125
102971,A1,366,11647.08,3063.3646757812503
102972,MiddaySaver,366,6737.9785,1804.0995751953124
102973,Solar,366,18587.203,1740.3042480468753
102974,Solar,366,15384.756,1516.13291015625
102975,A1,366,12707.044,3309.27631640625
102976,EVPlan,366,10169.211,2231.019580078125
102977,A1,366,25772.426,6340.445007812501
102978,A1,366,8254.872,2276.372380859375
102979,MiddaySaver,366,15422.533,3610.4869873046873
102980,MiddaySaver,366,17405.676,4022.980751953125
102981,EVPlan,366,15403.703,3162.75931640625
102982,Solar,366,9679.638,1116.774658203125
102983,MiddaySaver,366,17755.43,4095.729375
102984,EVPlan,366,22277.58,4386.3094140625
102985,A1,366,11700.627,3075.7875664062503
102986,Solar,366,13148.984,1359.6289306640624
102987,A1,366,15666.77,3995.9327421875005
102988,Solar,366,11849.424,1268.6596923828124
102989,MiddaySaver,366,13622.888,3236.1607421874996
102990,A1,366,23396.234,5789.168601562501
102991,A1,366,19398.457,4861.684031250001
102992,Solar,366,15255.881,1507.11171875
102993,EVPlan,366,9392.184,2092.7087597656246
102994,Solar,366,8749.877,1051.69140625
102995,MiddaySaver,366,12700.337,3044.270166015625
102996,EVPlan,366,12789.405,2697.4142187499997
102997,A1,366,14054.145,3621.8036210937503
102998,A1,366,15089.156,3861.9263554687504
102999,A1,366,30856.572,7519.966765625
103000,MiddaySaver,366,11965.457,2891.4151708984373
103001,A1,366,14481.25,3720.892
103002,A1,366,9619.804,2593.036521484375
103003,EVPlan,366,24179.637,4724.875322265625
103004,MiddaySaver,366,11692.318,2834.6022119140625
103005,A1,366,18041.982,4546.981921875
103006,EVPlan,366,13172.787,2765.6560986328122
103007,A1,366,9773.848,2628.77465625
103008,EVPlan,366,19121.96,3824.609140625
103009,A1,366,17481.34,4416.9130546875
103010,MiddaySaver,366,22354.262,5052.286640625
103011,Solar,366,17966.125,1696.8288085937502
103012,MiddaySaver,366,8435.498,2157.18359375
103013,EVPlan,366,12176.637,2588.341416015625
103014,A1,366,11015.574,2916.85533984375
103015,MiddaySaver,366,12774.176,3059.6286572265626
103016,A1,366,11917.26,3126.0462578125002
103017,MiddaySaver,366,12709.342,3046.1431884765625
103018,EVPlan,366,31082.871,5953.6510546875
103019,Solar,366,10632.027,1183.441943359375
103020,MiddaySaver,366,15954.638,3721.1647216796873
103021,A1,366,12528.052,3267.75010546875
103022,A1,366,19185.125,4812.191121093751
103023,A1,366,13125.301,3406.3119023437503
103024,EVPlan,366,19668.54,3921.90001953125
103025,EVPlan,366,13521.8955,2827.79748046875
103026,Solar,366,11798.492,1265.094482421875
103027,A1,366,22886.617,5670.9374296875
103028,Solar,366,12168.338,1290.98369140625
103029,A1,366,15219.058,3892.0633671875003
103030,MiddaySaver,366,14596.934,3438.7621874999995
103031,MiddaySaver,366,19806.568,4522.366313476563
103032,MiddaySaver,366,9893.719,2460.4935473632813
103033,A1,366,12838.605,3339.79858203125
103034,MiddaySaver,366,15229.849,3570.408515625
103035,A1,366,13002.1,3377.72920703125
103036,Solar,366,15802.705,1545.3893554687502
103037,EVPlan,366,11477.281,2463.8561425781254
103038,MiddaySaver,366,11332.78,2759.8183984375
103039,A1,366,9358.365,2532.38283984375
103040,A1,366,16084.79,4092.9132890625
103041,Solar,366,12900.328,1342.222998046875
103042,Solar,366,13859.199,1409.3439453125002
103043,EVPlan,366,17535.664,3542.248203125
103044,Solar,366,10819.291,1196.5503662109375
103045,EVPlan,366,13127.801,2757.6486328124997
103046,EVPlan,366,9914.082,2185.6066015624997
103047,Solar,366,25923.143,2253.8199707031254
103048,EVPlan,366,20353.771,4043.8714843750004
103049,MiddaySaver,366,22113.355,5002.178154296875
103050,EVPlan,366,16393.584,3338.9579492187495
103051,A1,366,17689.148,4465.12455859375
103052,A1,366,12041.925,3154.96866015625
103053,A1,366,17649.715,4455.97596484375
103054,Solar,366,12139.236,1288.94658203125
103055,A1,366,14654.063,3760.9848320312503
103056,Solar,366,13453.681,1380.9576416015625
103057,A1,366,23599.555,5836.3389140625
103058,EVPlan,366,13312.682,2790.557412109375
103059,Solar,366,11743.397,1261.2378173828126
103060,A1,366,10825.962,2872.86526171875
103061,EVPlan,366,11441.819,2457.543935546875
103062,Solar,366,8811.837,1056.02861328125
103063,EVPlan,366,13468.65,2818.31986328125
103064,EVPlan,366,18024.012,3629.1741796875003
103065,EVPlan,366,14017.221,2915.9653515625
103066,Solar,366,14388.922,1446.424560546875
103067,Solar,366,18766.773,1752.8741699218751
103068,MiddaySaver,366,16480.027,3830.4457958984376
103069,MiddaySaver,366,20367.8,4639.102670898437
103070,MiddaySaver,366,10395.047,2564.7698583984375
103071,MiddaySaver,366,15532.724,3633.406596679687
103072,Solar,366,20816.578,1896.3605468750002
103073,MiddaySaver,366,16609.566,3857.389907226562
103074,A1,366,14317.285,3682.85215625
103075,MiddaySaver,366,15202.07,3564.630625
103076,A1,366,16703.098,4236.3608671875
103077,A1,366,13995.424,3608.18041796875
103078,EVPlan,366,8691.555,1967.996767578125
103079,EVPlan,366,19710.3,3929.3336328124997
103080,EVPlan,366,21100.871,4176.85521484375
103081,MiddaySaver,366,11864.683,2870.4540722656247
103082,Solar,366,18902.615,1762.3831054687498
103083,A1,366,12042.963,3155.2093828125
103084,Solar,366,12556.178,1318.1324707031251
103085,Solar,366,17933.174,1694.5221679687502
103086,MiddaySaver,366,25206.121,5645.473173828124
103087,Solar,366,24740.105,2171.007373046875
103088,Solar,366,10635.452,1183.681689453125
103089,EVPlan,366,14310.695,2968.2039257812503
103090,EVPlan,366,13488.664,2821.8822900390624
103091,A1,366,11024.42,2918.90752734375
103092,A1,366,25654.887,6313.1759453125005
103093,EVPlan,366,29621.293,5693.49046875
103094,MiddaySaver,366,15637.795,3655.2615332031246
103095,MiddaySaver,366,12299.346,2960.8639941406245
103096,A1,366,11078.195,2931.3834257812505
103097,EVPlan,366,13967.684,2907.1477734375
103098,MiddaySaver,366,15843.205,3697.986845703125
103099,Solar,366,20683.062,1887.0144531250003
103100,A1,366,18891.238,4744.0094023437505
103101,A1,366,9818.539,2639.143123046875
103102,Solar,366,13726.641,1400.06484375
103103,Solar,366,16413.363,1588.1354492187502
103104,A1,366,18479.133,4648.4010234375
103105,Solar,366,32444.336,2710.303515625
103106,MiddaySaver,366,13433.385,3196.7441259765624
103107,A1,366,12054.197,3157.8158867187503
103108,MiddaySaver,366,14307.105,3378.4780322265624
103109,A1,366,12305.564,3216.13307421875
103110,MiddaySaver,366,11436.717,2781.4372021484373
103111,EVPlan,366,17677.89,3567.56453125
103112,MiddaySaver,366,11121.814,2715.937514648437
103113,Solar,366,13661.109,1395.4776855468751
103114,EVPlan,366,21281.945,4209.08642578125
103115,A1,366,11819.758,3103.42592578125
103116,MiddaySaver,366,15955.998,3721.447783203125
103117,A1,366,23937.29,5914.693289062501
103118,EVPlan,366,8331.18,1903.8500244140623
103119,Solar,366,26921.584,2323.7109375
103120,Solar,366,9572.591,1109.2813720703125
103121,Solar,366,12320.698,1301.6489013671876
103122,A1,366,16077.1875,4091.1495000000004
103123,Solar,366,16420.047,1588.6033203125
103124,Solar,366,10498.205,1174.0743896484375
103125,A1,366,9143.982,2482.645974609375
103126,A1,366,11197.394,2959.03741015625
103127,EVPlan,366,20563.574,4081.216357421875
103128,Solar,366,20697.719,1888.040380859375
103129,EVPlan,366,19027.377,3807.7731640624997
103130,MiddaySaver,366,18573.941,4265.979907226562
103131,MiddaySaver,366,10400.463,2565.8962744140626
103132,MiddaySaver,366,16090.723,3749.4703124999996
103133,MiddaySaver,366,17292.125,3999.3620947265626
103134,A1,366,13237.545,3432.35252734375
103135,EVPlan,366,15026.584,3095.6321093750003
103136,EVPlan,366,17173.836,3477.842890625
103137,A1,366,10390.723,2771.88975390625
103138,MiddaySaver,366,19425.742,4443.154375
103139,EVPlan,366,16990.81,3445.26427734375
103140,Solar,366,13943.064,1415.21455078125
103141,A1,366,19688.496,4928.973093750001
103142,A1,366,9517.17,2569.2254667968755
103143,Solar,366,16704.828,1608.5379882812501
103144,MiddaySaver,366,31926.748,7043.36359375
103145,MiddaySaver,366,15911.452,3712.182236328125
103146,EVPlan,366,14525.933,3006.5160058593747
103147,Solar,366,10204.836,1153.538525390625
103148,EVPlan,366,10052.594,2210.261767578125
103149,MiddaySaver,366,14992.457,3521.0311572265623
103150,EVPlan,366,7057.6235,1677.1570361328127
103151,Solar,366,24858.34,2179.2838378906254
103152,Solar,366,11797.582,1265.0307373046876
103153,Solar,366,11174.344,1221.4041015625
103154,MiddaySaver,366,8888.753,2251.460656738281
103155,A1,366,17489.744,4418.86276171875
103156,A1,366,11182.637,2955.6138164062504
103157,A1,366,12650.26,3296.10237109375
103158,EVPlan,366,14909.501,3074.7912402343745
103159,Solar,366,13463.258,1381.6280761718751
103160,MiddaySaver,366,7789.937,2022.9069458007812
103161,A1,366,14883.056,3814.11100390625
103162,A1,366,12499.97,3261.23496875
103163,EVPlan,366,6688.1743,1611.3950683593748
103164,EVPlan,366,12837.782,2706.0252294921875
103165,A1,366,10741.901,2853.3632304687503
103166,Solar,366,11288.796,1229.4157470703126
103167,Solar,366,14738.057,1470.8639648437502
103168,EVPlan,366,14343.588,2974.0587109375
103169,EVPlan,366,13795.402,2876.48177734375
103170,Solar,366,11304.916,1230.5441162109375
103171,EVPlan,366,15986.305,3266.4623144531247
103172,EVPlan,366,18333.848,3684.3248828124997
103173,Solar,366,19492.11,1803.6476562500002
103174,Solar,366,11943.14,1275.2197998046877
103175,MiddaySaver,366,15191.666,3562.4666259765627
103176,EVPlan,366,7203.6777,1703.154716796875
103177,EVPlan,366,28115.133,5425.393828124999
103178,MiddaySaver,366,25053.424,5613.712373046875
103179,EVPlan,366,11670.774,2498.297939453125
103180,EVPlan,366,11937.6455,2545.8008935546877
103181,A1,366,8684.794,2376.114255859375
103182,A1,366,11279.109,2977.9954960937503
103183,A1,366,12711.279,3310.25889453125
103184,MiddaySaver,366,19666.332,4493.1971435546875
103185,EVPlan,366,17309.828,3502.04947265625
103186,MiddaySaver,366,11416.646,2777.2625634765623
103187,MiddaySaver,366,20905.783,4751.003095703125
103188,EVPlan,366,22877.422,4493.0812402343745
103189,Solar,366,10647.967,1184.55771484375
103190,Solar,366,26219.453,2274.561767578125
103191,EVPlan,366,11349.312,2441.0775244140623
103192,Solar,366,11287.18,1229.3026123046875
103193,A1,366,10923.898,2895.5865507812505
103194,EVPlan,366,12411.127,2630.080590820312
103195,MiddaySaver,366,15405.342,3606.91109375
103196,A1,366,19469.13,4878.080359375001
103197,MiddaySaver,366,18808.281,4314.7225
103198,Solar,366,9181.619,1081.9133544921876
103199,EVPlan,366,11536.164,2474.3372900390623
103200,A1,366,11137.316,2945.09951953125
103201,EVPlan,366,14419.866,2987.636279296875
103202,A1,366,13924.205,3591.6576835937503
103203,A1,366,14970.482,3834.3940117187503
103204,A1,366,10737.388,2852.31604296875
103205,EVPlan,366,12269.69,2604.904990234375
103206,A1,366,13581.193,3512.0789726562502
103207,A1,366,9784.057,2631.1432011718753
103208,EVPlan,366,16726.857,3398.2807812500005
103209,MiddaySaver,366,8422.479,2154.475578613281
103210,Solar,366,15306.91,1510.6837402343751
103211,EVPlan,366,11755.221,2513.3293652343746
103212,EVPlan,366,13319.091,2791.6981591796875
103213,A1,366,15507.379,3958.9540117187507
103214,EVPlan,366,20339.238,4041.2844140625
103215,EVPlan,366,20594.127,4086.65478515625
103216,Solar,366,11539.145,1246.9401123046875
103217,EVPlan,366,10111.633,2220.770673828125
103218,A1,366,14055.181,3622.0439140625003
103219,Solar,366,14561.543,1458.5080078125002
103220,EVPlan,366,10734.238,2331.5944873046874
103221,A1,366,11998.758,3144.95393359375
103222,Solar,366,10493.517,1173.74619140625
103223,EVPlan,366,14121.427,2934.51404296875
103224,A1,366,17786.83,4487.78666796875
103225,Solar,366,14100.898,1426.2628906250002
103226,A1,366,16654.457,4225.07612109375
103227,Solar,366,15321.337,1511.693603515625
103228,EVPlan,366,19373.832,3869.4421679687503
103229,MiddaySaver,366,13250.291,3158.6606396484376
103230,Solar,366,10490.831,1173.558203125
103231,EVPlan,366,22739.055,4468.45189453125
103232,Solar,366,33363.418,2774.6392578125
103233,MiddaySaver,366,11741.677,2844.8688671874997
103234,A1,366,13890.96,3583.9448320312504
103235,MiddaySaver,366,8405.146,2150.87046875
103236,MiddaySaver,366,6349.4453,1723.2846215820311
103237,A1,366,11884.071,3118.34653125
103238,MiddaySaver,366,11150.924,2721.9922509765624
103239,EVPlan,366,17239.785,3489.5817578124997
103240,Solar,366,15584.043,1530.0830078125
103241,MiddaySaver,366,11989.842,2896.487202148437
103242,Solar,366,15675.819,1536.507373046875
103243,Solar,366,12420.703,1308.6492431640627
103244,A1,366,14548.097,3736.40053515625
103245,MiddaySaver,366,15373.908,3600.373095703125
103246,A1,366,10656.369,2833.51975390625
103247,A1,366,11142.643,2946.33518359375
103248,Solar,366,11483.066,1243.0146728515624
103249,EVPlan,366,28059.932,5415.56783203125
103250,Solar,366,16258.574,1577.3001953125
103251,A1,366,7609.698,2126.69209765625
