customer_id,solar_capacity_kw,battery_capacity_kwh,ev_plan_enrolled,midday_saver_enrolled,smart_meter_status
20366,0,0,0,1,yes
20367,0,0,0,0,no
20368,0,0,0,0,no
20369,0,10,0,0,no
20370,6,13,0,1,no
20371,3,0,0,0,no
20372,3,0,0,1,yes
20373,3,0,0,0,yes
20374,0,5,0,0,no
20375,3,0,0,0,no
20376,0,0,0,0,no
20377,0,0,0,0,no
20378,6,0,0,0,no
20379,0,5,0,0,no
20380,0,0,0,0,no
20381,6,0,0,0,no
20382,0,5,0,0,yes
20383,0,0,0,0,yes
20384,0,0,0,0,no
20385,0,0,0,0,yes
20386,0,0,0,0,no
20387,3,0,1,1,no
20388,10,0,0,0,yes
20389,3,10,1,1,no
20390,0,0,0,0,no
20391,0,0,0,1,yes
20392,0,5,1,0,yes
20393,0,10,1,0,no
20394,3,0,0,0,yes
20395,0,0,0,0,no
20396,0,0,0,0,no
20397,6,5,0,0,yes
20398,0,0,0,1,no
20399,0,0,0,0,no
20400,3,13,0,1,no
20401,3,5,0,1,no
20402,0,0,0,0,no
20403,3,0,0,0,yes
20404,10,0,0,0,yes
20405,3,0,0,1,no
20406,0,0,0,0,no
20407,0,0,1,0,no
20408,0,0,0,0,yes
20409,0,0,0,0,no
20410,6,0,0,0,no
20411,10,5,0,0,no
20412,0,0,0,1,yes
20413,3,5,0,0,yes
20414,10,0,0,0,no
20415,3,0,0,0,no
20416,0,0,0,1,yes
20417,6,0,0,0,no
20418,0,0,1,1,no
20419,0,0,0,0,no
20420,0,0,0,0,no
20421,0,0,0,0,no
20422,0,10,0,0,no
20423,0,0,0,1,yes
20424,0,0,0,1,no
20425,3,0,0,0,no
20426,0,0,0,0,no
20427,6,0,0,0,no
20428,0,0,0,0,no
20429,0,0,0,0,no
20430,0,0,0,1,no
20431,0,13,0,0,no
20432,0,0,0,0,no
20433,0,0,0,0,no
20434,3,0,0,1,no
20435,0,0,0,0,no
20436,3,0,0,0,no
20437,0,0,1,0,yes
20438,0,0,0,0,yes
20439,3,0,0,0,no
20440,0,0,1,0,yes
20441,10,0,0,0,no
20442,0,0,0,1,yes
20443,0,0,0,1,no
20444,3,0,0,0,no
20445,0,0,0,0,no
20446,0,0,0,0,no
20447,0,5,0,0,no
20448,0,0,0,1,no
20449,6,0,1,0,no
20450,6,0,0,0,no
20451,0,10,0,0,no
20452,0,5,1,0,yes
20453,0,0,0,1,no
20454,6,0,0,0,no
20455,0,0,0,0,no
20456,3,0,0,0,no
20457,0,0,0,0,yes
20458,0,0,0,0,no
20459,0,0,0,0,yes
20460,0,0,0,0,no
20461,6,0,0,0,no
20462,6,0,1,0,no
20463,0,0,0,1,no
20464,3,0,0,0,no
20465,3,0,0,0,no
20466,6,5,0,0,yes
20467,3,0,0,1,yes
20468,3,0,0,0,no
20469,0,0,0,1,no
20470,10,0,0,1,no
20471,6,5,0,0,no
20472,0,0,0,0,no
20473,0,0,0,0,yes
20474,3,0,1,0,no
20475,3,0,0,0,no
20476,6,0,0,0,no
20477,6,5,1,0,no
20478,0,0,0,0,yes
20479,6,0,0,0,yes
20480,0,5,0,1,no
20481,3,0,0,0,no
20482,6,0,0,0,no
20483,0,0,0,0,yes
20484,3,0,0,0,yes
20485,3,0,0,0,no
20486,0,5,0,1,no
20487,0,0,0,0,no
20488,0,0,0,0,no
20489,0,10,0,0,yes
20490,6,0,0,1,no
20491,0,0,0,0,no
20492,3,10,0,0,no
20493,3,0,0,1,no
20494,3,0,0,1,no
20495,6,0,0,0,no
20496,0,0,0,0,yes
20497,0,0,0,0,no
20498,0,0,0,1,no
20499,0,0,0,0,no
20500,3,0,0,0,no
20501,0,0,0,0,no
20502,0,0,1,0,no
20503,0,0,0,0,no
20504,0,0,0,0,no
20505,10,0,0,0,no
20506,6,0,1,0,no
20507,6,0,1,0,yes
20508,0,5,0,0,no
20509,6,0,0,1,no
20510,0,0,0,0,yes
20511,0,0,0,1,no
20512,3,0,1,1,yes
20513,10,0,0,0,no
20514,3,0,0,0,no
20515,0,0,0,0,yes
20516,0,0,0,0,no
20517,0,0,0,0,no
20518,6,5,0,0,no
20519,3,0,0,1,yes
20520,10,5,0,0,no
20521,3,0,0,0,no
20522,0,0,0,1,yes
20523,3,0,0,0,no
20524,0,0,1,1,yes
20525,0,0,0,0,yes
20526,0,0,0,0,no
20527,0,0,0,1,no
20528,0,0,0,1,no
20529,6,0,0,1,no
20530,0,0,0,1,no
20531,0,0,0,0,yes
20532,0,0,0,0,yes
20533,0,5,0,1,no
20534,0,0,0,1,yes
20535,0,0,1,0,yes
20536,0,0,0,0,no
20537,10,0,0,0,no
20538,0,0,0,1,no
20539,0,0,0,0,no
20540,0,0,0,0,no
20541,10,0,0,1,yes
20542,0,0,0,1,no
20543,0,0,0,0,yes
20544,0,5,0,1,no
20545,6,0,1,0,no
20546,6,5,0,0,no
20547,3,0,0,0,yes
20548,3,0,0,0,no
20549,0,0,0,0,no
20550,0,0,0,0,no
20551,6,0,0,0,no
20552,0,0,0,0,no
20553,6,0,0,0,no
20554,6,0,0,0,no
20555,0,0,0,0,no
20556,6,0,0,0,no
20557,10,13,0,1,no
20558,0,0,1,0,no
20559,0,0,0,0,no
20560,10,0,0,1,no
20561,0,5,1,0,no
20562,3,0,0,0,yes
20563,0,0,0,0,no
20564,0,0,0,0,no
20565,3,0,0,0,no
20566,3,0,0,0,no
20567,0,0,0,0,no
20568,0,0,0,1,yes
20569,0,0,0,1,yes
20570,6,0,0,1,yes
20571,0,0,0,1,no
20572,10,0,0,1,no
20573,0,0,0,1,no
20574,6,5,0,0,yes
20575,6,0,0,1,no
20576,6,5,0,1,yes
20577,3,0,0,1,no
20578,0,10,0,0,yes
20579,0,0,0,1,yes
20580,0,0,0,1,no
20581,0,10,0,0,yes
20582,0,0,0,0,no
20583,0,0,0,0,yes
20584,0,0,0,1,no
20585,6,10,0,0,yes
20586,3,0,0,0,no
20587,0,0,0,1,no
20588,3,0,0,0,no
20589,6,0,0,0,no
20590,10,0,0,0,yes
20591,3,0,0,0,yes
20592,3,0,0,0,no
20593,0,0,0,1,no
20594,0,10,0,1,no
20595,3,0,1,0,yes
20596,0,5,0,1,no
20597,0,0,0,0,yes
20598,0,0,0,1,no
20599,6,0,0,0,yes
20600,0,0,1,1,no
20601,0,0,1,0,yes
20602,3,0,0,0,no
20603,10,0,0,0,no
20604,6,0,0,1,no
20605,10,13,0,0,no
20606,6,0,0,0,yes
20607,6,0,0,0,no
20608,0,0,0,0,no
20609,0,0,0,1,yes
20610,3,0,0,0,no
20611,0,0,1,0,no
20612,0,0,0,0,no
20613,0,0,0,0,no
20614,6,0,0,0,no
20615,0,5,0,0,no
20616,0,0,0,0,no
20617,3,0,0,0,no
20618,0,0,0,0,no
20619,0,0,0,1,yes
20620,6,0,0,0,no
20621,3,0,0,0,no
20622,0,0,0,0,no
20623,0,0,0,0,no
20624,0,0,0,1,no
20625,0,0,0,0,no
20626,10,0,0,0,no
20627,0,0,0,0,no
20628,3,5,0,1,no
20629,0,0,0,0,no
20630,3,0,0,1,no
20631,0,0,0,0,yes
20632,0,0,0,0,yes
20633,3,0,0,0,yes
20634,0,0,0,0,no
20635,0,0,0,0,yes
20636,6,0,0,0,no
20637,3,5,0,0,no
20638,0,0,0,0,no
20639,0,10,0,1,no
20640,0,0,0,0,no
20641,6,0,0,0,yes
20642,0,0,0,0,no
20643,0,0,0,1,no
20644,0,0,0,1,no
20645,0,0,0,0,no
20646,0,0,1,0,no
20647,0,5,0,0,yes
20648,3,0,0,1,no
20649,0,0,0,0,no
20650,0,5,0,0,no
20651,10,0,0,0,no
20652,0,0,0,1,yes
20653,0,0,0,0,no
20654,0,0,0,0,no
20655,3,0,0,0,no
20656,0,13,0,0,no
20657,0,0,0,1,no
20658,0,10,0,0,no
20659,0,0,0,0,no
20660,3,0,0,1,no
20661,3,0,0,0,no
20662,0,0,0,0,no
20663,0,0,0,1,no
20664,0,0,0,1,no
20665,3,5,0,0,yes
20666,0,0,0,0,yes
20667,3,5,0,0,yes
20668,6,5,1,0,no
20669,0,0,0,1,no
20670,0,0,0,1,no
20671,3,0,0,1,no
20672,6,0,0,1,no
20673,0,0,0,1,no
20674,3,0,0,0,no
20675,0,0,0,0,no
20676,10,0,0,0,yes
20677,0,0,0,0,no
20678,3,0,0,0,yes
20679,0,0,0,1,no
20680,0,0,0,0,yes
20681,3,0,0,0,no
20682,6,0,0,0,no
20683,6,0,1,1,yes
20684,6,0,0,0,yes
20685,6,13,0,0,no
20686,0,0,0,1,no
20687,6,0,0,0,no
20688,0,0,0,1,yes
20689,0,0,0,1,no
20690,3,0,0,0,no
20691,3,0,0,0,no
20692,0,0,0,1,no
20693,0,0,0,0,no
20694,0,0,0,0,no
20695,0,0,0,0,no
20696,0,0,0,0,yes
20697,10,10,0,1,no
20698,0,0,0,0,no
20699,0,0,0,0,no
20700,6,10,0,0,no
20701,0,5,0,0,no
20702,0,0,0,0,no
20703,0,0,0,1,no
20704,6,5,0,0,no
20705,0,0,0,0,no
20706,3,0,1,0,no
20707,3,10,1,0,no
20708,0,0,0,0,no
20709,6,0,0,1,yes
20710,3,0,1,0,no
20711,0,0,0,0,no
20712,0,0,0,0,no
20713,0,0,0,0,no
20714,0,10,0,0,no
20715,6,0,0,0,yes
20716,0,5,0,0,yes
20717,0,0,0,0,no
20718,3,5,0,1,no
20719,3,0,0,0,no
20720,0,0,1,1,no
20721,0,5,0,1,no
20722,0,0,0,0,no
20723,0,0,0,0,no
20724,0,0,0,1,yes
20725,3,5,0,0,no
20726,0,0,0,0,yes
20727,0,0,1,0,no
20728,0,5,0,0,no
20729,0,0,0,0,no
20730,0,0,0,0,yes
20731,0,0,0,0,no
20732,0,10,0,0,no
20733,0,0,0,0,yes
20734,0,0,1,0,no
20735,0,0,0,0,no
20736,0,0,0,0,no
20737,0,0,0,0,no
20738,0,0,0,0,no
20739,0,0,0,1,no
20740,6,0,0,0,no
20741,0,0,0,1,no
20742,3,0,0,0,yes
20743,0,0,0,0,no
20744,0,0,0,0,yes
20745,3,0,0,1,yes
20746,0,5,0,1,yes
20747,3,0,0,0,no
20748,0,5,0,0,no
20749,0,10,0,0,no
20750,0,0,0,0,no
20751,0,5,1,0,yes
20752,0,0,0,1,yes
20753,0,13,0,0,no
20754,0,0,0,0,no
20755,0,0,0,0,no
20756,0,0,0,1,no
20757,0,0,0,0,yes
20758,3,0,0,0,no
20759,0,10,0,1,yes
20760,10,0,1,0,yes
20761,0,0,0,1,yes
20762,3,0,0,1,no
20763,6,0,0,0,no
20764,0,0,0,0,no
20765,10,0,0,0,no
20766,0,0,0,0,no
20767,0,0,0,0,yes
20768,6,0,0,0,yes
20769,3,0,0,1,yes
20770,0,0,0,1,yes
20771,0,0,0,0,no
20772,0,0,0,0,no
20773,6,0,0,0,no
20774,0,0,0,0,yes
20775,3,0,0,0,yes
20776,0,0,0,0,no
20777,6,0,0,1,no
20778,6,0,0,0,no
20779,0,0,0,1,yes
20780,0,0,0,0,no
20781,0,5,0,0,yes
20782,0,0,0,1,yes
20783,0,0,0,0,no
20784,10,0,0,1,no
20785,10,0,0,1,yes
20786,3,5,0,0,no
20787,0,5,0,0,no
20788,3,5,0,0,yes
20789,0,0,0,1,no
20790,3,0,0,1,yes
20791,3,0,0,0,no
20792,0,0,0,1,no
20793,10,0,0,1,no
20794,0,0,0,0,no
20795,0,0,0,0,no
20796,0,0,0,0,no
20797,0,0,0,1,no
20798,0,0,0,1,no
20799,0,0,0,1,no
20800,10,5,1,0,no
20801,3,13,0,0,no
20802,0,0,0,0,no
20803,0,0,0,1,no
20804,0,5,1,0,no
20805,3,0,0,0,yes
20806,3,0,0,1,yes
20807,0,0,0,0,no
20808,10,0,1,0,no
20809,0,0,0,1,no
20810,3,0,0,1,no
20811,0,0,0,0,no
20812,0,0,0,0,no
20813,6,0,0,1,no
20814,3,0,0,0,no
20815,3,0,0,0,yes
20816,0,0,0,1,yes
20817,0,0,0,0,yes
20818,0,5,0,1,yes
20819,0,0,0,1,no
20820,3,10,0,0,yes
20821,0,0,0,0,no
20822,0,0,0,0,no
20823,0,0,0,0,no
20824,0,0,0,0,no
20825,3,10,0,0,no
20826,0,0,0,0,yes
20827,3,0,0,0,no
20828,3,0,0,0,yes
20829,0,10,0,0,no
20830,0,0,0,1,no
20831,3,0,0,1,no
20832,3,0,0,0,no
20833,0,5,0,0,no
20834,3,0,0,0,yes
20835,6,0,0,0,no
20836,6,0,0,1,yes
20837,0,0,0,1,yes
20838,3,0,0,1,no
20839,0,10,0,0,yes
20840,6,0,0,0,yes
20841,0,0,0,1,no
20842,3,0,0,0,no
20843,0,0,0,0,yes
20844,0,0,0,0,no
20845,0,0,0,1,no
20846,3,0,1,1,yes
20847,3,0,0,0,yes
20848,3,5,0,1,no
20849,0,0,0,0,yes
20850,0,0,0,0,no
20851,3,0,0,1,yes
20852,0,5,0,1,no
20853,0,0,0,0,no
20854,3,0,0,1,yes
20855,6,0,0,0,no
20856,0,5,0,0,no
20857,3,10,0,0,no
20858,0,0,0,0,no
20859,0,0,0,0,no
20860,3,0,0,0,yes
20861,6,0,0,1,no
20862,0,0,0,0,no
20863,0,0,0,1,no
20864,0,0,0,0,yes
20865,6,0,0,0,yes
20866,6,0,0,1,no
20867,0,10,0,0,yes
20868,3,0,0,0,no
20869,10,0,0,0,no
20870,10,0,0,0,no
20871,0,0,0,0,yes
20872,6,0,0,1,no
20873,0,0,0,0,no
20874,6,0,1,1,no
20875,6,0,0,0,no
20876,6,0,0,0,yes
20877,3,5,0,0,yes
20878,3,5,0,1,yes
20879,0,0,1,1,no
20880,0,0,0,1,no
20881,6,0,0,0,yes
20882,3,5,0,0,no
20883,0,0,0,0,no
20884,6,0,0,0,yes
20885,6,0,0,1,no
20886,3,0,0,1,yes
20887,10,13,0,0,no
20888,3,0,0,0,no
20889,0,5,1,0,no
20890,10,0,0,0,yes
20891,0,10,0,0,no
20892,0,0,0,1,no
20893,0,0,0,0,no
20894,6,0,0,0,no
20895,3,0,0,1,no
20896,0,0,0,0,yes
20897,0,5,0,0,no
20898,3,5,1,0,yes
20899,0,0,0,0,no
20900,0,0,0,1,no
20901,6,0,0,1,no
20902,0,0,0,1,yes
20903,0,0,0,0,yes
20904,0,0,1,0,yes
20905,0,0,1,0,no
20906,0,13,0,0,yes
20907,0,0,0,0,no
20908,0,0,0,0,no
20909,0,0,0,0,yes
20910,0,0,0,1,no
20911,3,0,0,0,no
20912,0,0,0,1,no
20913,0,5,0,0,no
20914,0,0,0,0,yes
20915,0,0,0,0,yes
20916,0,0,0,0,yes
20917,6,10,0,0,yes
20918,3,0,0,0,no
20919,0,0,0,1,no
20920,0,0,0,0,no
20921,0,0,0,0,yes
20922,0,10,0,1,yes
20923,3,0,0,0,no
20924,0,0,0,0,no
20925,0,0,0,0,yes
20926,0,0,0,0,yes
20927,3,0,0,0,no
20928,0,0,0,0,no
20929,0,0,0,0,yes
20930,3,0,0,0,no
20931,0,0,0,0,no
20932,3,0,0,0,no
20933,6,0,0,0,yes
20934,0,0,0,0,no
20935,6,0,0,0,no
20936,10,0,0,1,yes
20937,0,0,0,1,no
20938,3,0,0,0,no
20939,0,0,0,0,no
20940,0,0,0,0,no
20941,0,0,1,0,no
20942,0,0,0,0,no
20943,0,0,0,1,no
20944,0,0,0,0,no
20945,0,0,0,1,no
20946,0,0,0,1,yes
20947,0,0,0,1,no
20948,0,10,0,0,no
20949,6,0,0,0,no
20950,0,0,0,1,no
20951,10,0,0,0,yes
20952,3,0,0,0,no
20953,3,0,1,1,yes
20954,0,0,0,1,yes
20955,3,0,0,0,no
20956,0,0,0,0,no
20957,10,0,0,1,yes
20958,0,5,1,1,no
20959,0,0,1,0,yes
20960,0,0,0,0,no
20961,0,0,1,0,yes
20962,0,5,0,0,no
20963,3,0,0,1,no
20964,3,0,0,1,no
20965,0,0,0,0,no
20966,3,0,0,0,no
20967,0,0,0,0,no
20968,3,0,0,1,no
20969,0,0,0,1,no
20970,3,0,0,0,no
20971,3,0,0,0,yes
20972,0,5,0,0,yes
20973,0,0,0,0,no
20974,0,5,0,0,no
20975,3,0,0,0,no
20976,6,5,0,0,no
20977,0,10,0,0,no
20978,0,0,0,0,no
20979,0,0,0,0,no
20980,6,0,0,0,yes
20981,10,0,1,0,no
20982,0,0,0,1,no
20983,0,0,0,0,yes
20984,0,0,0,1,no
20985,6,0,1,0,no
20986,0,0,0,0,yes
20987,0,0,0,1,no
20988,0,0,0,0,no
20989,3,0,0,0,yes
20990,0,0,0,1,no
20991,0,0,0,0,no
20992,0,0,0,0,no
20993,0,0,0,0,no
20994,0,0,0,0,no
20995,6,0,0,1,no
20996,0,0,0,1,no
20997,0,0,1,1,no
20998,0,0,0,0,no
20999,0,0,0,1,no
21000,0,0,0,0,yes
21001,0,0,0,0,no
21002,0,0,0,0,no
21003,0,0,0,0,no
21004,0,0,0,0,no
21005,0,0,0,1,no
21006,0,0,0,0,no
21007,0,0,0,1,no
21008,6,5,0,0,yes
21009,0,0,0,1,no
21010,0,5,0,0,no
21011,0,0,0,1,no
21012,0,0,0,0,no
21013,0,5,1,0,no
21014,6,0,0,1,no
21015,3,0,0,0,no
21016,6,0,0,0,yes
21017,0,0,1,0,yes
21018,0,0,0,1,yes
21019,0,0,1,0,yes
21020,10,0,0,0,no
21021,3,0,1,1,no
21022,6,13,0,0,yes
21023,6,5,0,1,no
21024,10,5,0,0,no
21025,3,0,0,0,yes
21026,3,0,1,0,no
21027,0,0,0,0,no
21028,3,0,0,0,yes
21029,0,0,0,0,no
21030,10,0,0,1,no
21031,0,0,0,0,no
21032,0,0,0,0,no
21033,0,0,0,0,yes
21034,3,5,1,0,no
21035,0,0,0,0,no
21036,0,13,0,0,no
21037,0,0,0,0,no
21038,3,0,0,0,no
21039,0,0,0,0,no
21040,10,0,0,0,no
21041,0,0,0,1,no
21042,10,0,0,0,no
21043,0,10,0,0,yes
21044,6,0,1,0,no
21045,0,5,1,0,no
21046,6,0,0,1,no
21047,0,0,0,1,no
21048,0,0,0,1,yes
21049,0,0,1,0,yes
21050,3,0,1,0,no
21051,0,5,0,1,no
21052,6,0,0,0,no
21053,0,0,0,0,yes
21054,0,0,0,0,yes
21055,0,0,0,1,no
21056,0,0,0,1,yes
21057,3,0,0,1,yes
21058,0,0,0,1,no
21059,6,5,1,0,no
21060,0,0,0,1,no
21061,0,0,0,0,no
21062,0,0,0,1,no
21063,6,0,0,0,no
21064,0,0,0,0,no
21065,0,5,0,0,yes
21066,0,10,0,1,no
21067,0,0,0,0,yes
21068,0,0,0,1,yes
21069,3,0,0,0,no
21070,6,5,0,0,no
21071,0,5,0,1,no
21072,0,0,1,0,yes
21073,0,0,0,0,no
21074,0,0,0,0,no
21075,0,0,0,1,no
21076,6,0,0,0,no
21077,0,0,0,1,yes
21078,0,0,0,0,no
21079,3,0,0,1,no
21080,0,0,0,1,no
21081,0,0,0,0,yes
21082,0,0,0,0,no
21083,0,10,0,1,no
21084,0,0,0,0,no
21085,0,5,0,0,no
21086,0,0,0,0,yes
21087,3,0,0,0,no
21088,6,0,0,0,yes
21089,6,0,0,1,no
21090,0,0,0,0,yes
21091,6,0,1,0,yes
21092,0,0,0,1,yes
21093,0,0,0,0,yes
21094,0,0,0,0,no
21095,3,0,0,0,yes
21096,10,0,1,0,no
21097,0,0,0,0,no
21098,6,0,0,0,no
21099,10,0,0,0,no
21100,6,0,0,0,yes
21101,0,5,0,1,no
21102,0,0,0,0,no
21103,0,5,0,0,yes
21104,0,0,0,1,no
21105,6,5,0,0,no
21106,0,0,0,0,yes
21107,6,0,0,0,no
21108,3,0,0,0,no
21109,3,0,0,0,no
21110,6,0,0,1,no
21111,0,10,0,0,yes
21112,0,0,0,0,no
21113,10,0,0,0,no
21114,3,0,0,0,yes
21115,6,0,0,0,yes
21116,3,0,0,1,no
21117,0,0,0,1,no
21118,6,0,0,0,yes
21119,0,0,0,0,no
21120,0,0,1,1,no
21121,0,5,0,0,no
21122,10,0,0,0,no
21123,6,0,0,0,no
21124,0,0,0,1,yes
21125,0,0,0,0,no
21126,0,0,0,0,no
21127,0,0,0,0,yes
21128,3,0,0,0,yes
21129,0,10,0,0,no
21130,0,5,0,0,no
21131,0,0,0,0,no
21132,6,10,0,0,no
21133,0,0,0,0,yes
21134,0,0,0,0,yes
21135,3,0,0,0,no
21136,0,0,0,0,yes
21137,6,5,0,0,no
21138,0,10,0,1,no
21139,0,0,0,0,yes
21140,0,0,1,0,no
21141,0,0,0,0,yes
21142,3,0,0,1,yes
21143,3,13,0,1,yes
21144,3,0,0,0,yes
21145,0,0,0,1,no
21146,3,0,0,0,no
21147,6,0,0,1,yes
21148,0,5,0,1,no
21149,0,0,0,1,no
21150,0,0,0,0,yes
21151,0,0,0,1,no
21152,0,0,1,0,yes
21153,0,0,0,1,no
21154,0,0,0,0,no
21155,0,5,1,1,no
21156,0,0,0,1,yes
21157,3,0,0,0,no
21158,3,0,0,0,no
21159,0,0,0,1,yes
21160,0,0,1,0,no
21161,0,0,0,0,no
21162,3,0,0,0,no
21163,0,0,0,1,no
21164,0,0,0,1,no
21165,3,0,0,0,no
21166,0,0,1,0,no
21167,6,5,0,0,yes
21168,6,0,0,1,no
21169,3,5,0,1,no
21170,0,0,0,0,yes
21171,3,0,0,0,yes
21172,10,0,0,1,yes
21173,0,0,0,0,no
21174,3,5,1,0,yes
21175,6,0,0,0,yes
21176,3,0,0,0,no
21177,0,0,0,1,yes
21178,0,13,0,1,no
21179,6,0,0,0,no
21180,0,0,0,1,yes
21181,3,0,0,0,no
21182,0,0,0,0,no
21183,6,0,0,1,no
21184,10,0,0,0,yes
21185,0,0,0,1,yes
21186,0,0,0,1,no
21187,0,0,0,0,no
21188,0,5,0,0,no
21189,0,0,0,1,no
21190,0,0,0,0,no
21191,10,0,0,0,yes
21192,3,0,0,0,no
21193,0,0,0,1,no
21194,3,0,0,0,yes
21195,0,0,0,1,yes
21196,0,0,0,0,no
21197,3,0,1,0,no
21198,10,0,0,1,no
21199,0,0,0,0,yes
21200,0,0,0,0,no
21201,0,0,0,0,yes
21202,0,0,0,1,no
21203,3,13,0,0,no
21204,0,13,0,1,yes
21205,0,0,0,1,yes
21206,0,0,0,0,yes
21207,0,0,0,1,yes
21208,0,0,0,0,no
21209,0,0,0,0,yes
21210,0,0,0,1,no
21211,0,0,1,0,no
21212,0,0,0,0,yes
21213,0,0,0,0,no
21214,0,0,0,0,no
21215,3,0,0,1,no
21216,0,0,0,1,yes
21217,10,5,0,0,no
21218,0,0,0,0,no
21219,10,0,0,0,no
21220,0,0,0,0,no
21221,0,0,0,0,no
21222,0,0,0,0,no
21223,6,0,0,0,no
21224,3,0,0,0,yes
21225,3,0,0,0,yes
21226,0,0,0,0,yes
21227,3,0,0,0,no
21228,0,0,0,0,no
21229,3,0,0,0,no
21230,3,0,0,0,no
21231,0,0,0,0,yes
21232,0,0,0,0,no
21233,3,5,0,1,yes
21234,6,0,0,0,yes
21235,0,13,0,0,yes
21236,0,0,0,1,no
21237,0,5,0,1,no
21238,3,5,0,1,no
21239,3,5,0,0,no
21240,3,0,1,1,yes
21241,0,0,0,0,no
21242,0,0,0,0,no
21243,3,5,1,0,no
21244,0,0,0,0,yes
21245,0,0,0,1,yes
21246,0,5,0,1,no
21247,0,5,0,0,no
21248,0,0,0,0,yes
21249,0,0,0,0,yes
21250,0,0,0,0,yes
21251,6,0,0,0,yes
21252,10,0,0,0,no
21253,0,0,0,0,yes
21254,0,0,0,0,no
21255,0,0,1,1,no
21256,0,0,0,0,no
21257,0,0,0,0,no
21258,0,0,0,1,yes
21259,0,0,0,1,no
21260,0,0,0,0,no
21261,0,0,0,1,no
21262,0,0,0,0,no
21263,0,0,0,1,no
21264,10,0,0,1,no
21265,6,0,0,1,no
21266,0,0,0,0,no
21267,3,0,0,1,no
21268,3,0,0,0,no
21269,0,0,1,1,yes
21270,6,0,1,0,no
21271,0,0,0,0,yes
21272,6,0,0,1,no
21273,0,0,0,0,yes
21274,3,0,0,0,yes
21275,0,0,0,0,yes
21276,6,0,0,0,no
21277,0,0,0,1,no
21278,0,10,0,0,no
21279,0,0,0,0,no
21280,6,0,0,0,no
21281,3,0,1,0,yes
21282,3,0,0,0,no
21283,0,13,0,0,no
21284,0,0,0,1,no
21285,6,0,0,0,yes
21286,3,0,0,1,yes
21287,3,10,0,0,no
21288,0,0,0,1,yes
21289,0,0,0,0,no
21290,3,0,0,1,no
21291,0,5,0,0,no
21292,3,0,0,1,no
21293,3,0,0,0,yes
21294,0,0,0,0,yes
21295,0,0,0,0,no
21296,3,0,1,0,no
21297,3,5,0,0,no
21298,10,0,0,0,yes
21299,10,5,0,0,no
21300,0,0,0,0,yes
21301,3,10,0,1,yes
21302,3,5,1,0,no
21303,6,0,1,0,no
21304,0,0,0,1,no
21305,0,0,1,0,yes
21306,6,0,0,0,yes
21307,0,5,0,0,no
21308,0,0,0,1,no
21309,0,0,0,0,yes
21310,0,0,1,0,no
21311,0,0,0,0,no
21312,0,0,0,1,no
21313,10,0,0,0,no
21314,0,0,0,1,no
21315,10,0,0,1,yes
21316,6,0,0,1,yes
21317,0,0,0,0,no
21318,0,0,0,0,no
21319,10,0,0,0,yes
21320,0,0,0,0,yes
21321,3,0,0,0,no
21322,0,10,0,1,yes
21323,0,0,0,0,no
21324,3,0,0,0,no
21325,6,0,0,0,no
21326,0,0,0,1,no
21327,0,13,0,1,yes
21328,3,0,0,0,yes
21329,0,0,0,0,no
21330,0,0,0,1,yes
21331,0,5,0,1,yes
21332,10,0,1,1,yes
21333,0,0,0,1,no
21334,0,0,1,0,no
21335,6,5,0,1,yes
21336,3,0,0,0,no
21337,0,5,0,0,no
21338,3,0,0,0,yes
21339,6,0,0,0,no
21340,10,0,0,0,no
21341,0,0,0,0,no
21342,0,0,1,0,no
21343,3,5,0,1,no
21344,3,0,1,0,no
21345,0,0,1,0,no
21346,0,5,0,0,yes
21347,3,0,0,0,no
21348,0,0,0,0,no
21349,0,0,0,0,no
21350,0,0,0,1,no
21351,0,0,0,0,no
21352,0,0,0,0,no
21353,0,0,0,1,no
21354,3,0,0,0,no
21355,6,0,0,1,no
21356,0,0,0,0,yes
21357,3,0,0,0,yes
21358,0,0,0,0,no
21359,0,0,0,0,yes
21360,6,5,1,0,no
21361,6,0,0,0,no
21362,0,0,0,1,no
21363,0,0,0,0,no
21364,3,0,0,0,yes
21365,3,0,1,0,no
21366,0,0,0,0,yes
21367,0,0,0,1,no
21368,3,0,1,0,yes
21369,0,0,0,0,no
21370,3,0,0,0,no
21371,0,0,0,0,no
21372,0,0,0,1,yes
21373,0,0,0,1,no
21374,6,0,0,1,no
21375,0,0,0,0,no
21376,0,0,0,0,yes
21377,0,0,1,1,yes
21378,0,0,0,1,no
21379,0,0,0,0,no
21380,0,0,0,1,no
21381,0,0,0,0,yes
21382,3,0,0,1,yes
21383,3,0,0,0,yes
21384,0,0,0,0,no
21385,0,0,0,1,no
21386,0,13,1,0,no
21387,3,0,0,0,yes
21388,0,0,0,0,no
21389,0,0,0,0,no
21390,0,5,0,1,no
21391,10,13,0,0,yes
21392,0,0,0,0,no
21393,10,0,0,0,yes
21394,6,0,0,1,no
21395,0,0,0,0,no
21396,0,0,0,0,no
21397,0,0,0,0,no
21398,10,0,0,1,yes
21399,6,0,0,1,no
21400,6,0,0,0,no
21401,10,5,0,1,no
21402,0,0,0,0,no
21403,0,0,0,1,yes
21404,0,5,0,0,no
21405,0,10,0,1,no
21406,0,0,0,0,no
21407,0,0,0,0,no
21408,0,5,0,1,yes
21409,0,0,0,0,yes
21410,0,0,0,0,no
21411,3,0,0,1,yes
21412,0,0,0,0,no
21413,0,0,0,0,no
